1008748.00,549833.00,2145477.00,6468292.00,1968.00,20094263.00,23.47,23.31,74.13,NORMAL
1009017.00,1634149.00,2145212.00,6576393.00,1984.00,19810916.00,23.45,23.27,74.27,NORMAL
1013097.00,311233.00,2138125.00,6448113.00,1974.00,19321125.00,23.43,23.29,74.18,NORMAL
1014969.00,136260.00,2124169.00,6572576.00,1963.00,19390202.00,23.50,23.31,74.15,NORMAL
1011084.00,359881.00,2110232.00,6510378.00,1871.00,19250140.00,23.47,23.31,74.22,NORMAL
1014883.00,556103.00,2138225.00,6442306.00,1973.00,19529957.00,23.45,23.29,74.15,NORMAL
1014988.00,1620147.00,2117333.00,6378338.00,1950.00,19810351.00,23.47,23.29,74.18,NORMAL
1018757.00,178177.00,2124295.00,6536335.00,1969.00,19390954.00,23.45,23.29,74.15,NORMAL
1013139.00,598200.00,2124362.00,6582507.00,1823.00,19460285.00,23.50,23.31,74.15,NORMAL
1025086.00,1620217.00,2124096.00,6518291.00,1998.00,19110820.00,23.43,23.27,74.15,NORMAL
1018751.00,535157.00,2131299.00,6404244.00,1955.00,19460190.00,23.43,23.25,74.15,NORMAL
1021069.00,514142.00,2096293.00,6378232.00,1974.00,19600300.00,23.47,23.29,74.18,NORMAL
1013046.00,262210.00,2131448.00,6402261.00,1951.00,19040997.00,23.45,23.29,74.27,NORMAL
1020813.00,465151.00,2152322.00,6516345.00,1954.00,19670413.00,23.47,23.31,74.13,NORMAL
1014979.00,1634095.00,2103400.00,6556517.00,1943.00,19040371.00,23.45,23.29,74.15,NORMAL
1016812.00,247940.00,2145336.00,6462633.00,2112.00,19110915.00,23.45,23.27,74.15,NORMAL
1025076.00,282983.00,2131422.00,6498257.00,2031.00,19321225.00,23.47,23.31,74.22,NORMAL
1022915.00,1662010.00,2138465.00,6516268.00,2007.00,19320094.00,23.45,23.29,74.15,NORMAL
1026941.00,590958.00,2152064.00,6408076.00,1990.00,19810757.00,23.47,23.31,74.13,NORMAL
1032855.00,1165006.00,2096090.00,6394396.00,1952.00,19390041.00,23.45,23.31,74.15,NORMAL
1027148.00,80132.00,2152201.00,6498406.00,1942.00,19670124.00,23.47,23.34,74.29,NORMAL
1028887.00,311188.00,2152310.00,6540505.00,1846.00,19390389.00,23.43,23.25,74.15,NORMAL
1026985.00,864169.00,2152082.00,6534166.00,2079.00,19740012.00,23.47,23.34,74.15,NORMAL
1011107.00,73303.00,2138035.00,6498299.00,1942.00,19320777.00,23.43,23.25,74.22,NORMAL
1025012.00,1234826.00,2131244.00,6486174.00,2083.00,19600036.00,23.47,23.31,74.15,NORMAL
1022820.00,430253.00,2117558.00,6542214.00,1957.00,18900585.00,23.45,23.27,74.29,NORMAL
1020939.00,66133.00,2152056.00,6574321.00,2002.00,19880882.00,23.47,23.31,74.18,NORMAL
1028756.00,885212.00,2173436.00,6468498.00,1883.00,19740026.00,23.47,23.31,74.18,NORMAL
1034883.00,1262988.00,2145151.00,6462864.00,1985.00,19530084.00,23.45,23.27,74.18,NORMAL
1033138.00,66134.00,2124231.00,6576524.00,1850.00,19250607.00,23.45,23.29,74.25,NORMAL
1039140.00,415996.00,2131175.00,6442268.00,1861.00,18972844.00,23.47,23.34,74.25,NORMAL
1026977.00,983005.00,2096243.00,6532207.00,2000.00,19810256.00,23.45,23.27,74.15,NORMAL
1024913.00,457975.00,2145142.00,6504403.00,2043.00,19321103.00,23.45,23.31,74.20,NORMAL
1026915.00,304017.00,2124382.00,6482332.00,1931.00,19600234.00,23.45,23.29,74.15,NORMAL
1036915.00,1004358.00,2110108.00,6568326.00,1995.00,19390160.00,23.43,23.27,74.20,NORMAL
1026753.00,654274.00,2145354.00,6438316.00,1935.00,19390921.00,23.45,23.29,74.22,NORMAL
1036664.00,381029.00,2138013.00,6478274.00,1854.00,20024468.00,23.50,23.34,74.15,NORMAL
1032959.00,640284.00,2117350.00,6458249.00,1997.00,19460252.00,23.45,23.29,74.15,NORMAL
1031176.00,1326183.00,2138081.00,6518565.00,1988.00,19110745.00,23.45,23.29,74.18,NORMAL
1033194.00,1641028.00,2117320.00,6482463.00,1965.00,19740383.00,23.47,23.34,74.29,NORMAL
1028902.00,1172192.00,2138279.00,6380346.00,1994.00,19810196.00,23.47,23.31,74.15,NORMAL
1032993.00,1060064.00,2131288.00,6433881.00,1959.00,19600786.00,23.47,23.29,74.20,NORMAL
1031106.00,1165275.00,2123840.00,6520155.00,1972.00,19319704.00,23.47,23.34,74.13,NORMAL
1035036.00,1284348.00,2117193.00,6442348.00,1972.00,20025235.00,23.45,23.29,74.18,NORMAL
1035106.00,794064.00,2124479.00,6522287.00,1976.00,18900212.00,23.45,23.27,74.31,NORMAL
1038994.00,640131.00,2145362.00,6482397.00,1937.00,19320875.00,23.47,23.29,74.27,NORMAL
1034995.00,906253.00,2110037.00,6528291.00,1964.00,19250875.00,23.47,23.34,74.15,NORMAL
1032845.00,1648209.00,2138081.00,6524048.00,1955.00,19393001.00,23.47,23.31,74.15,NORMAL
1037069.00,1248965.00,2117419.00,6510370.00,1904.00,19600084.00,23.45,23.29,74.25,NORMAL
1028893.00,912820.00,2089146.00,6526446.00,1951.00,19319964.00,23.45,23.29,74.13,NORMAL
1300955.00,2996351.00,1778613.00,1534762.00,301739.00,15479997.00,13.92,13.62,30.16,NORMAL
1301190.00,2990291.00,1789895.00,1542108.00,302012.00,15905775.00,14.08,13.64,30.18,NORMAL
1300859.00,2996589.00,1784035.00,1558866.00,300034.00,15860040.00,14.02,13.54,30.20,NORMAL
1301266.00,2996014.00,1778084.00,1536360.00,302014.00,15641135.00,14.02,13.58,30.14,NORMAL
1301238.00,3014151.00,1784141.00,1530398.00,301736.00,15839520.00,13.94,13.58,30.16,NORMAL
1301321.00,170136.00,1784294.00,1540519.00,301879.00,15758682.00,14.06,13.58,30.16,NORMAL
1301040.00,212038.00,1784119.00,1518861.00,301901.00,15781348.00,13.94,13.54,30.18,NORMAL
1301291.00,104378.00,1778331.00,1534559.00,301904.00,15759285.00,13.84,13.48,30.18,NORMAL
1301003.00,290029.00,1778309.00,1568146.00,301864.00,15699916.00,13.92,13.52,30.14,NORMAL
1301324.00,338586.00,1784265.00,1546728.00,301890.00,15741724.00,13.90,13.58,30.18,NORMAL
1301256.00,536035.00,1778390.00,1532101.00,300090.00,15819121.00,13.92,13.54,30.18,NORMAL
1301121.00,301933.00,1784277.00,1528501.00,300007.00,15761777.00,14.00,13.56,30.18,NORMAL
1301387.00,146494.00,1777882.00,1526807.00,301926.00,15659033.00,14.08,13.58,30.14,NORMAL
1301175.00,554249.00,1778275.00,1528753.00,301971.00,15861322.00,13.90,13.52,30.18,NORMAL
1301255.00,211477.00,1778206.00,1544777.00,302082.00,15860067.00,13.94,13.45,30.14,NORMAL
1301219.00,3043507.00,1784055.00,1530637.00,301723.00,15480214.00,14.10,13.58,30.18,NORMAL
1301328.00,703549.00,1784356.00,1510937.00,301876.00,15919699.00,14.08,13.66,30.18,NORMAL
1301250.00,3049518.00,1784743.00,1496156.00,301787.00,15700755.00,14.02,13.58,30.14,NORMAL
1300988.00,1238027.00,1784422.00,1510557.00,301971.00,15859456.00,13.94,13.50,30.18,NORMAL
957113.00,1550151.00,2005362.00,1312912.00,1961.00,19744155.00,23.45,23.22,74.18,NORMAL
959274.00,1550835.00,2019559.00,5954205.00,1940.00,19674199.00,23.47,23.27,74.18,NORMAL
965194.00,1549909.00,1991268.00,6066674.00,1940.00,19464687.00,23.45,23.27,74.15,NORMAL
967124.00,1564149.00,1991401.00,6138782.00,2024.00,19460340.00,23.47,23.29,74.15,NORMAL
973083.00,1564035.00,1977300.00,6168605.00,1961.00,19320644.00,23.43,23.25,74.20,NORMAL
981078.00,1571443.00,1998362.00,6284543.00,2043.00,19320575.00,23.45,23.25,74.29,NORMAL
983014.00,1577895.00,1970429.00,6190441.00,1953.00,18830090.00,23.47,23.29,74.15,NORMAL
987121.00,1564082.00,1977385.00,6336284.00,1842.00,19321145.00,23.47,23.31,74.15,NORMAL
